customer_id,customer_name,dob,address,email,customer_since,batch_id,load_timestamp
CUST01117,Laura Cox,1951-01-11,"57144 Shah Ranch Suite 674, Lake Omarfort, WY 27800",debbie45@example.org,2020-12-29,batch_003_defects,2026-08-04T00:00:00
CUST00179,Emily Hayes,1983-09-27,"929 Aguirre Meadow Apt. 053, Lake Jodi, NE 36765",dennis57@example.com,2017-10-07,batch_003_defects,2026-08-04T00:00:00
CUST01210,Carol Baker,2006-09-12,"61197 Megan Valleys Suite 657, Crystalview, MS 49299",henryparks@example.com,2019-12-01,batch_003_defects,2026-08-04T00:00:00
CUST02071,Patricia Gibson,2031-04-25,"676 Dylan Spurs, Port Michelleville, WI 56225",gregoryrubio@example.net,2024-08-30,batch_003_defects,2026-08-04T00:00:00
CUST02072,Sylvia Martinez,2026-12-09,"889 Dodson Mills Suite 872, Colebury, MP 84080",katie87@example.net,2017-06-08,batch_003_defects,2026-08-04T00:00:00
CUST02073,Micheal Young,2026-12-01,"23623 Robert Isle, Perryborough, MP 55570",lstein@example.net,2021-04-02,batch_003_defects,2026-08-04T00:00:00
CUST02074,Aaron Bell,2027-08-19,"893 Robinson Mews Suite 065, Ramseymouth, PW 17229",meadowsbrittany@example.net,2026-05-17,batch_003_defects,2026-08-04T00:00:00
CUST02075,Brandy Murray,2029-01-12,"3755 Ramirez Village Suite 417, Lake Amberstad, IN 85716",harringtondenise@example.org,2018-01-03,batch_003_defects,2026-08-04T00:00:00
CUST02076,Alex Hernandez,2029-03-10,"374 Jackson Rest, Port Loriport, CT 76350",hickmanbarbara@example.com,2020-10-14,batch_003_defects,2026-08-04T00:00:00
CUST02077,Michael Burton,2032-03-31,"919 Michael Meadow Suite 185, Port Robertfort, CT 57323",cynthia72@example.com,2019-12-15,batch_003_defects,2026-08-04T00:00:00
CUST02078,Debra Morton,2033-05-01,"6945 Mariah Corners Suite 737, Rogersfort, PR 43101",tonykelly@example.com,2025-06-16,batch_003_defects,2026-08-04T00:00:00
CUST02079,Meredith Hill,2026-11-17,"36783 Brewer Overpass, Mcguireland, LA 29546",tholt@example.net,2021-05-03,batch_003_defects,2026-08-04T00:00:00
CUST02080,Joseph Coleman,2032-11-15,"7444 David Fields Suite 182, East Joanna, KY 95473",tina34@example.org,2022-11-10,batch_003_defects,2026-08-04T00:00:00
